Symbol,Datetime,Action,Price,Shares,Cash_Remaining,Market_VWAP,Slippage,Participation_Rate
CVX,2025-04-21 13:19:00+00:00,BUY,136.8,48.0,100.26666666666642,136.8,0.0,0.07804878048780488
CVX,2025-04-21 13:27:00+00:00,SELL,136.36,48.0,6645.546666666667,136.36,0.0,0.09561752988047809
CVX,2025-04-21 13:44:00+00:00,BUY,135.75,48.0,129.54666666666708,135.75,0.0,0.005742313673884436
CVX,2025-04-21 13:53:00+00:00,SELL,135.175,48.0,6617.946666666668,135.175,0.0,0.003553976010661928
CVX,2025-04-21 14:10:00+00:00,BUY,135.15,48.0,130.7466666666669,135.15,0.0,0.004524033930254477
CVX,2025-04-21 14:18:00+00:00,SELL,134.84,48.0,6603.066666666667,134.84,0.0,0.002624528405052217
CVX,2025-04-21 14:39:00+00:00,BUY,134.88,48.0,128.82666666666682,134.88,0.0,0.005711565920990005
CVX,2025-04-21 14:50:00+00:00,SELL,134.79,48.0,6598.746666666667,134.79,0.0,0.00414794331144141
CVX,2025-04-21 15:29:00+00:00,BUY,134.225,49.0,21.72166666666726,134.225,0.0,0.00442318107961726
CVX,2025-04-21 15:36:00+00:00,SELL,133.95,49.0,6585.2716666666665,133.95,0.0,0.0020796197266785502
CVX,2025-04-21 16:13:00+00:00,BUY,133.13,49.0,61.90166666666664,133.13,0.0,0.0005678131083711876
CVX,2025-04-21 16:30:00+00:00,SELL,133.145,49.0,6586.006666666667,133.145,0.0,0.006121939030484758
CVX,2025-04-21 16:31:00+00:00,BUY,133.19,49.0,59.696666666667625,133.19,0.0,0.00412041708711739
CVX,2025-04-21 16:47:00+00:00,SELL,133.16,49.0,6584.536666666668,133.16,0.0,0.0041183392166750715
CVX,2025-04-21 17:16:00+00:00,BUY,132.67,49.0,83.70666666666875,132.67,0.0,0.004485947084134395
CVX,2025-04-21 17:33:00+00:00,SELL,132.75,49.0,6588.456666666669,132.75,0.0,0.005193428722840488
CVX,2025-04-21 17:52:00+00:00,BUY,132.84,49.0,79.2966666666689,132.84,0.0,0.008905852417302799
CVX,2025-04-21 18:00:00+00:00,SELL,132.67,49.0,6580.126666666668,132.67,0.0,0.0016840802859499587
CVX,2025-04-21 18:19:00+00:00,BUY,132.7025,49.0,77.70416666666824,132.7025,0.0,0.00374188621611302
CVX,2025-04-21 18:45:00+00:00,SELL,132.69,49.0,6579.514166666668,132.69,0.0,0.003802576439546795
CVX,2025-04-21 19:02:00+00:00,BUY,132.68,49.0,78.19416666666712,132.68,0.0,0.0020207018846137986
CVX,2025-04-21 19:14:00+00:00,SELL,132.58,49.0,6574.614166666668,132.58,0.0,0.002768987341772152
CVX,2025-04-21 19:21:00+00:00,BUY,132.77,49.0,68.88416666666762,132.77,0.0,0.0017796179269267088
CVX,2025-04-21 20:42:00+00:00,SELL,133.5,49.0,6610.384166666668,133.5,0.0,0.49
CVX,2025-04-21 22:43:00+00:00,BUY,133.4,49.0,73.78416666666726,133.4,0.0,0.4083333333333333
CVX,2025-04-21 23:31:00+00:00,SELL,133.45,49.0,6612.8341666666665,133.45,0.0,0.44545454545454544
CVX,2025-04-21 23:56:00+00:00,BUY,133.73,49.0,60.064166666667006,133.73,0.0,0.175
CVX,2025-04-22 11:19:00+00:00,SELL,134.74,49.0,6662.324166666667,134.74,0.0,0.16610169491525423
CVX,2025-04-22 12:41:00+00:00,BUY,135.0,49.0,47.32416666666722,135.0,0.0,0.08990825688073395
CVX,2025-04-22 12:44:00+00:00,SELL,135.02,49.0,6663.304166666668,135.02,0.0,0.4803921568627451
CVX,2025-04-22 12:47:00+00:00,BUY,135.05,49.0,45.85416666666697,135.05,0.0,0.11778846153846154
CVX,2025-04-22 13:17:00+00:00,SELL,135.0,49.0,6660.854166666667,135.0,0.0,0.09664694280078895
CVX,2025-04-22 13:30:00+00:00,BUY,135.415,49.0,25.519166666666933,135.415,0.0,0.015365318281592976
CVX,2025-04-22 13:50:00+00:00,SELL,135.57,49.0,6668.449166666666,135.57,0.0,0.006832124930284439
CVX,2025-04-22 14:09:00+00:00,BUY,135.49,49.0,29.439166666666097,135.49,0.0,0.0037861227012826455
CVX,2025-04-22 14:28:00+00:00,SELL,135.51,49.0,6669.429166666666,135.51,0.0,0.005575785161583978
CVX,2025-04-22 14:36:00+00:00,BUY,135.74,49.0,18.16916666666566,135.74,0.0,0.0041571222533299396
CVX,2025-04-22 15:27:00+00:00,SELL,136.46,49.0,6704.709166666666,136.46,0.0,0.001857397369318828
CVX,2025-04-22 15:42:00+00:00,BUY,136.45,49.0,18.65916666666635,136.45,0.0,0.005688414209426515
